geoid,LATITUDE,LONGITUDE,Y,X
36005000100,40.793355999999854,-73.881698,4516419.604336517,594344.9239542866
36005000200,40.81176599999985,-73.859826,4518487.042214411,596163.6001603836
36005000400,40.810342999999854,-73.85338699999998,4518336.160480729,596708.7499472992
36005001600,40.81974999999984,-73.859176,4519374.052812002,596206.8867437325
36005001900,40.804471999999834,-73.918385,4517614.749337813,591234.5675339968
36005002000,40.81732799999984,-73.866274,4519097.4207509365,595611.7713980547
36005002300,40.80908199999984,-73.92587,4518118.736444646,590596.9240235413
36005002400,40.816120999999846,-73.871165,4518958.108481415,595201.0110985021
36005002500,40.806938999999836,-73.920503,4517886.405619954,591052.5381836258
36005002701,40.80501899999984,-73.916566,4517677.365709698,591387.2530340718
36005002702,40.806702999999835,-73.914339,4517866.628284659,591572.7878895712
36005002800,40.82108599999986,-73.877001,4519502.946016331,594701.7567212351
36005003100,40.81148999999983,-73.90555,4518407.245664773,592307.4966482548
36005003300,40.80879799999983,-73.913607,4518099.95648008,591631.6491874701
36005003500,40.81202299999984,-73.908985,4518462.801653581,592017.0421470376
36005003700,40.81144199999986,-73.912187,4518394.949025986,591747.7786198498
36005003800,40.82030199999985,-73.863067,4519431.065727676,595877.9533174689
36005003900,40.809503999999855,-73.921267,4518170.349645994,590984.59189840185
36005004001,40.82825299999983,-73.858285,4520318.94369569,596269.7293565994
36005004100,40.81153699999984,-73.91958099999998,4518397.781793775,591124.0166308654
36005004200,40.82340499999983,-73.863702,4519774.832955224,595819.9361636873
36005004300,40.81331199999983,-73.91633799999998,4518598.19887501,591395.1044801062
36005004400,40.82653599999983,-73.86644,4520119.412849454,595584.5499222587
36005004600,40.82257399999981,-73.86975,4519675.98871249,595311.110003834
36005004800,40.82742299999984,-73.875091,4520208.477364222,594853.7985520628
36005005001,40.82501899999983,-73.877676,4519938.816026024,594639.2418303048
36005005002,40.82730499999987,-73.87838,4520191.823115418,594576.6282144542
36005005100,40.81418099999983,-73.923929,4518686.77791227,590753.6907286482
36005005200,40.82654499999985,-73.881325,4520104.281600137,594329.3739399156
36005005300,40.852126999999825,-73.922031,4522901.09821355,590861.9415298905
36005005400,40.82994799999987,-73.87927,4520484.260473033,594497.8280899865
36005005600,40.83251999999986,-73.879018,4520770.048340077,594515.4238225075
36005005902,40.82428099999984,-73.92334,4519808.577702783,590789.5930597596
36005006000,40.83914099999983,-73.876715,4521507.528837018,594700.1810243905
36005006100,40.824012999999866,-73.921072,4519781.179517659,590981.2122750662
36005006200,40.83340099999985,-73.876035,4520871.06982737,594765.6851479167
36005006300,40.82441599999984,-73.92651499999998,4519820.279323572,590521.6722790333
36005006400,40.833099999999824,-73.871883,4520842.155214009,595116.1926358101
36005006500,40.81820799999984,-73.92179199999998,4519136.025403576,590928.4249248513
36005006700,40.81969799999984,-73.918139,4519305.225095675,591234.456704276
36005006800,40.828880999999846,-73.870372,4520375.448048125,595249.6318426464
36005006900,40.82205599999984,-73.91628,4519568.921143791,591387.9939875628
36005007000,40.82980299999984,-73.865658,4520482.9337856425,595645.7964311988
36005007100,40.81946499999984,-73.91147199999999,4519286.321920681,591797.0229094741
